LocationID,Name,Address,City,State,ZipCode,Phone,Chain,Latitude,Longitude
01100367,Kroger Marketplace - Carrollton Crossing,1355 S Park St,Carrollton,GA,30117,7708328932,KROGER,33.5531758,-85.0751547
01100369,Kroger - Stockbridge Village,3618 Highway 138 SE,Stockbridge,GA,30281,7704745377,KROGER,33.5502535,-84.2714308
01100373,Kroger - Crossroads South,8059 Tara Blvd,Jonesboro,GA,30236,7704785700,KROGER,33.5342457,-84.3664788
01100374,Kroger - River Exhange,2100 Riverside Pkwy,Lawrenceville,GA,30043,7709620890,KROGER,33.965837,-84.033938
01100375,Kroger - Wesley Corners,2385 Wesley Chapel Rd,Decatur,GA,30035,7709870633,KROGER,33.7183148,-84.2174249
01100376,Kroger - Westfork,630 Thornton Rd,Lithia Springs,GA,30122,7707326999,KROGER,33.7898073,-84.6200042
01100378,Kroger - North Park,220 Tom Hill Sr Blvd,Macon,GA,31210,4784747582,KROGER,32.8986106,-83.6914209
01100381,Kroger - Peachtree Hill,3455 Peachtree Industrial Blvd,Duluth,GA,30096,7704767914,KROGER,34.0058429,-84.1730832
01100388,Kroger - Braelinn Village,564 Crosstown Dr,Peachtree City,GA,30269,7704873602,KROGER,33.3769347,-84.5645978
01100389,Kroger - Singleton Square,6050 Singleton Rd,Norcross,GA,30093,7702423340,KROGER,33.9033629,-84.1996802
01100390,Kroger - Saddlebrook,10945 State Bridge Rd,Alpharetta,GA,30022,7707513000,KROGER,34.0496921,-84.2228106
01100391,Kroger - Douglas Commons,8501 Hospital Dr,Douglasville,GA,30134,7709494091,KROGER,33.749269,-84.7323434
01100393,Kroger - Calhoun Place,136 W Belmont Dr,Calhoun,GA,30701,7066254303,KROGER,34.4780605,-84.9375148
01100394,Kroger - Five Forks Crossing,3050 Five Forks Trickum Rd SW,Lilburn,GA,30047,7709789264,KROGER,33.8844257,-84.0602468
01100397,Kroger - Butler Creek,3330 Cobb Pkwy NW Ste 200,Acworth,GA,30101,7709758652,KROGER,34.036344,-84.6770134
01100400,Kroger - Bridge Pointe,4321 Hartley Bridge Rd,Macon,GA,31216,4787881010,KROGER,32.7450367,-83.7135919
01100402,Kroger - Canton,4045 Marietta Hwy,Canton,GA,30114,7703453644,KROGER,34.193141,-84.5076025
01100405,Kroger - McDonough Crossing,301 Jonesboro Rd,McDonough,GA,30253,7709544370,KROGER,33.4526773,-84.1695762
01100407,Kroger - Perry Market,1367 Sam Nunn Blvd,Perry,GA,31069,4789888474,KROGER,32.4673377,-83.7414495
01100408,Kroger - Woodmont Village,8020 Cumming Hwy,Canton,GA,30115,7703458451,KROGER,34.2524835,-84.3580832
01100411,Kroger - Eisenhower Crossing,4628 Presidential Pkwy,Macon,GA,31206,4784053910,KROGER,32.8191186,-83.7109451
01100412,Kroger - Cascade-Citi Center,590 Cascade Ave SW,Atlanta,GA,30310,4047561140,KROGER,33.7374549,-84.433074
01100413,Kroger - Lovejoy Village,10375 Tara Blvd,Jonesboro,GA,30236,7704776535,KROGER,33.4721875,-84.3384717
01100414,Kroger - Evans Crossing,4355 Washington Rd,Evans,GA,30809,7068684510,KROGER,33.5417455,-82.1321558
01100415,Kroger - Crabapple,12460 Crabapple Rd,Alpharetta,GA,30004,7707402050,KROGER,34.0857179,-84.3567523
01100416,Kroger - Clearwater Crossing,7380 Spout Springs Rd,Flowery Branch,GA,30542,7709655640,KROGER,34.1074935,-83.8756151
01100418,Kroger - Downtown Savannah,311 E Gwinnett St,Savannah,GA,31401,9122312260,KROGER,32.065872,-81.09263
01100419,Kroger - Woodstock Crossing,12050 Highway 92 Ste 112,Woodstock,GA,30188,7705912890,KROGER,34.0864683,-84.4861092
01100420,Kroger - Thomas Crossroads,3150 Highway 34 E,Newnan,GA,30265,7702543030,KROGER,33.4094181,-84.6795806
01100422,Kroger - Kedron Village,1017 N Peachtree Pkwy,Peachtree City,GA,30269,7704867200,KROGER,33.4392281,-84.5884266
01100424,Kroger - Russell Ridge,1475 Buford Dr,Lawrenceville,GA,30043,7708226580,KROGER,34.0049769,-83.9862692
01100425,Kroger - Plantation Centre,5928 Zebulon Rd,Macon,GA,31210,4787574150,KROGER,32.8779858,-83.7602033
01100426,Kroger - Suwanee,400 Peachtree Industrial Blvd,Suwanee,GA,30024,7709324377,KROGER,34.06363,-84.0725
01100427,Kroger - Fairview Oaks,101 Fairview Rd,Ellenwood,GA,30294,7703897080,KROGER,33.6193236,-84.2390944
01100428,Kroger - Alps Village,191 Alps Rd,Athens,GA,30606,7065430209,KROGER,33.9472876,-83.4080077
01100429,Kroger - Cedar Plaza,730 N Main St,Cedartown,GA,30125,7707495090,KROGER,34.0248526,-85.2484462
01100430,Kroger - Toonigh Village,5341 Old Highway 5,Woodstock,GA,30188,7709242557,KROGER,34.141211,-84.503869
01100431,Kroger - Mansell Village,570 E Crossville Rd,Roswell,GA,30075,7706402070,KROGER,34.0401035,-84.3454897
01100432,Kroger - Greens Corner,2325 Bethelview Rd,Cumming,GA,30040,7708881020,KROGER,34.2384495,-84.1931129
01100434,Kroger - Johns Creek,3651 Peachtree Pkwy,Suwanee,GA,30024,7704182377,KROGER,34.0695235,-84.1655638
01100435,Kroger - Epps Village,1720 Epps Bridge Pkwy,Athens,GA,30606,7065838900,KROGER,33.9131649,-83.4463404
01100436,Kroger - Newton Crossroads,5341 Highway 20 S,Covington,GA,30016,7707884000,KROGER,33.5493011,-84.0152021
01100437,Kroger - Thompson Bridge Commons,3630 Thompson Bridge Rd,Gainesville,GA,30506,7705321143,KROGER,34.3735899,-83.8698354
01100438,Kroger - Beaver Ruin Village,4155 Lawrenceville Hwy NW,Lilburn,GA,30047,7707173050,KROGER,33.9047568,-84.1211716
01100439,Kroger - Waycross,1606 Memorial Dr,Waycross,GA,31501,9122872270,KROGER,31.2066164,-82.3391679
01100440,Kroger - Cruse Crossing,950 Herrington Rd,Lawrenceville,GA,30044,7709956200,KROGER,33.94039,-84.0830135
01100441,Kroger - Centennial Village,2300 Holcomb Bridge Rd,Roswell,GA,30076,6783527488,KROGER,34.0052869,-84.2947367
01100442,Kroger - Stilesboro Oaks,1720 Mars Hill Rd NW,Acworth,GA,30101,7704195490,KROGER,33.9958096,-84.7045479
01100443,Kroger - Midway Plaza,910 Athens Hwy,Loganville,GA,30052,7705541100,KROGER,33.8593373,-83.9545782
01100444,Kroger - Grassland Crossing,5665 Atlanta Hwy,Alpharetta,GA,30004,7707525380,KROGER,34.1451658,-84.2498665
01100445,Kroger - Lithonia,6678 Covington Hwy,Lithonia,GA,30058,7705937110,KROGER,33.718677,-84.1444901
01100446,Kroger - Shiloh Square,3895 Cherokee St NW,Kennesaw,GA,30144,7702187030,KROGER,34.0486951,-84.6033157
01100448,Kroger - Sparkleberry Square SC,10136 Two Notch Rd,Columbia,SC,29229,8037886171,KROGER,34.114865,-80.882523
01100449,Kroger - Rockbridge Village,1227 Rockbridge Rd,Stone Mountain,GA,30087,7702251877,KROGER,33.8411557,-84.1329874
01100451,Kroger - Vinings Village,4715 S Atlanta Rd SE,Smyrna,GA,30339,4047926990,KROGER,33.8391681,-84.4822344
01100453,Kroger - Varner Crossing,4150 Macland Rd,Powder Springs,GA,30127,7702225180,KROGER,33.9033852,-84.6751671
01100454,Kroger - Pavilions At East Lake,2100 Roswell Rd Ste 2140,Marietta,GA,30062,7703211080,KROGER,33.9675443,-84.4879663
01100455,Kroger - West Marietta Crossing,1000 Whitlock Ave NW,Marietta,GA,30064,7704217676,KROGER,33.9533665,-84.5813138
01100456,Kroger - Brownsville Commons,4400 Brownsville Rd,Powder Springs,GA,30127,7702224200,KROGER,33.8465711,-84.6993156
01100457,Kroger - Mountain Crossing,2700 Braselton Hwy,Dacula,GA,30019,7706141020,KROGER,34.0515213,-83.9302969
01100458,Kroger - Dalton Plaza,1365 W Walnut Ave,Dalton,GA,30720,7062700843,KROGER,34.7588247,-84.9944607
01100459,Kroger - North Decatur,2875 N Decatur Rd,Decatur,GA,30033,4042945311,KROGER,33.7918881,-84.2734003
01100460,Kroger - Kroger Savannah,7 Diamond CSWY,Savannah,GA,31406,9123534345,KROGER,31.956798,-81.098033
01100461,Kroger - Edgewood,1225 Caroline St NE,Atlanta,GA,30307,4048804105,KROGER,33.756079,-84.3480363
01100462,Kroger - Greenbriar Crossing,3030 Headland Dr SW,Atlanta,GA,30311,4043440177,KROGER,33.6868782,-84.4877367
01100463,Kroger - Towne Lake,2295 Towne Lake Pkwy,Woodstock,GA,30189,7705172080,KROGER,34.1125992,-84.5556694
01100464,Kroger - Mableton Crossing,4875 Floyd Rd SW,Mableton,GA,30126,7707453100,KROGER,33.8352744,-84.5741757
01100465,Kroger - Cascade Corners,3425 Cascade Rd SW,Atlanta,GA,30311,4045058855,KROGER,33.724311,-84.4990675
01100467,Kroger - City Walk,227 Sandy Springs Pl NE,Sandy Springs,GA,30328,4042563434,KROGER,33.92016,-84.381495
01100469,Kroger - Windward Village,11877 Douglas Rd,Alpharetta,GA,30005,7707513110,KROGER,34.0705621,-84.2076044
01100471,Kroger - Old National,6055 Old National Hwy,College Park,GA,30349,7709964441,KROGER,33.5901144,-84.4705239
01100473,Kroger - Keith Bridge Commons,2655 Freedom Pkwy,Cumming,GA,30041,7707816683,KROGER,34.2508344,-84.0912207
01100475,Kroger - Chapel Hills Commons,4919 Flat Shoals Pkwy,Decatur,GA,30034,7703228984,KROGER,33.6791479,-84.2285409
01100476,Kroger - Sugarloaf Parkway,6555 Sugarloaf Pkwy,Duluth,GA,30097,7708147190,KROGER,33.9979602,-84.0898735
01100477,Kroger - Dean Taylor Crossing,2121 Lawrenceville Suwanee Rd,Suwanee,GA,30024,7709627958,KROGER,34.0034773,-84.0382911
01100478,Kroger - Shallowford Falls,3162 Johnson Ferry Rd,Marietta,GA,30062,7706506673,KROGER,34.0260671,-84.4220731
01100480,Kroger - Grayson Commons,1911 Grayson Hwy,Grayson,GA,30017,7702372531,KROGER,33.8971903,-83.961997
01100482,Kroger - Cofer Crossing,4357 Lawrenceville Hwy,Tucker,GA,30084,7709341104,KROGER,33.8550929,-84.2069937
01100483,Kroger - Presidential Commons,1670 Scenic Hwy N,Snellville,GA,30078,7709853790,KROGER,33.882987,-84.0078343
01100484,Kroger - Everson Pointe,3035 Scenic Hwy S Ste 19,Snellville,GA,30039,7709820655,KROGER,33.8249409,-84.0332928
01100485,Kroger - Douglasville,3875 Chapel Hill Rd,Douglasville,GA,30135,7709477144,KROGER,33.6996627,-84.7186933
01100486,Kroger - Sharon Greens,1595 Peachtree Pkwy,Cumming,GA,30041,6784554580,KROGER,34.1222698,-84.1689119
01100487,Kroger - Hinesville,555 W Oglethorpe Hwy,Hinesville,GA,31313,9128766010,KROGER,31.8357763,-81.5975332
01100488,Kroger - Ripplewater Village,1160 Moreland Ave SE,Atlanta,GA,30316,4046248110,KROGER,33.7224318,-84.347745
01100490,Kroger - Fayetteville Town Center,805 Glynn St S Ste 117,Fayetteville,GA,30214,7704616880,KROGER,33.4328996,-84.4586692
01100491,Kroger - Cherokee Plaza,3871 Peachtree Rd NE,Brookhaven,GA,30319,4042400808,KROGER,33.85637,-84.3446936
01100492,Kroger - Lake City Plaza,5664 Jonesboro Rd,Lake City,GA,30260,7709609445,KROGER,33.60025,-84.336962
01100493,Kroger - Spivey Junction,1750 Hudson Bridge Rd,Stockbridge,GA,30281,7705077732,KROGER,33.5031974,-84.244192
01100494,Kroger - Hamilton Ridge,3300 Hamilton Mill Rd,Buford,GA,30519,7706141081,KROGER,34.0932104,-83.9375302
01100495,Kroger - Windward Commons,12870 Highway 9 N,Alpharetta,GA,30004,7707723699,KROGER,34.0963,-84.27771
01100497,Kroger - Coleman Village,900 Marietta Hwy,Roswell,GA,30075,7706409199,KROGER,34.0040692,-84.3894126
01100498,Kroger - Battle Ridge Pavilion,1690 Powder Springs Rd SW,Marietta,GA,30064,7702185699,KROGER,33.9084559,-84.6031124
01100499,Kroger - Belfair Towne Village,125 Towne Dr,Bluffton,SC,29910,8438156070,KROGER,32.2682593,-80.8583131
01100609,Kroger - Wilmington Island,495 Johnny Mercer Blvd,Savannah,GA,31410,9128973532,KROGER,32.0161529,-80.9768114
01100616,Kroger - Ridge Crossing,4815 Ridge Rd,Douglasville,GA,30134,7709491652,KROGER,33.8190562,-84.8125894
01100618,Kroger Marketplace - Trail Creek Village,700 Highway 29 N,Athens,GA,30601,7067153738,KROGER,33.9956197,-83.3342437
01100619,Kroger - Griffin,1524 Highway 16 W,Griffin,GA,30223,7702297427,KROGER,33.2450201,-84.2942214
01100620,Kroger - Burgess Crossing,115 Bill Wigington Pkwy,Jasper,GA,30143,7066921200,KROGER,34.4666765,-84.4625828
01100621,Kroger - Covington Marketplace,3700 Salem Rd,Covington,GA,30016,6783426039,KROGER,33.59414,-83.9682982
01100625,Kroger Marketplace - Rincon Marketplace,461 S Columbia Ave,Rincon,GA,31326,9128267660,KROGER,32.274895,-81.231965
01100626,Kroger - Lindberg,2452 Morosgo Way NE,Atlanta,GA,30324,4049460438,KROGER,33.822712,-84.365645
01100627,Kroger Marketplace - Bethelview Plaza,5550 Bethelview Rd,Cumming,GA,30040,6784564052,KROGER,34.169778,-84.185635
01100629,Kroger Marketplace - Cartersville Marketplace,125 Main Street Market PL SE,Cartersville,GA,30121,7703868102,KROGER,34.171616,-84.7767
01100631,Kroger - Tiger Town,2460 Enterprise Dr,Opelika,AL,36801,3347372643,KROGER,32.6207323,-85.4116953
01100632,Kroger - Royal Lakes,4025 Winder Hwy,Flowery Branch,GA,30542,7705395020,KROGER,34.1964071,-83.8571975
01100633,Kroger Marketplace - Union Grove Marketplace,2000 Highway 155 N,McDonough,GA,30252,6783791000,KROGER,33.505045,-84.141482
01100634,Kroger - Dallas,8876 Dallas Acworth Hwy,Dallas,GA,30132,6785747173,KROGER,34.0107831,-84.7521
01100635,Kroger - Dacula,505 Dacula Rd,Dacula,GA,30019,6784078739,KROGER,34.0012709,-83.9058238
01100636,Kroger - Reynolds Crossing,3093 Steve Reynolds Blvd,Duluth,GA,30096,7702250955,KROGER,33.960459,-84.1437596
01100638,Kroger - Loggins Corner,1685 Old Pendergrass Rd,Jefferson,GA,30549,7063877600,KROGER,34.121943,-83.607031
01100639,Kroger Marketplace - Martins Chapel Marketplace,1006 Martins Chapel Rd,Lawrenceville,GA,30045,6783436560,KROGER,33.948666,-83.925498
01100640,Kroger - River Commons,1284 Knox Ave,North Augusta,SC,29841,8034424500,KROGER,33.5063667,-81.9603801
01100641,Kroger Marketplace - Nixon Crossing Marketplace,774 Highway 96,Bonaire,GA,31005,4789885700,KROGER,32.552589,-83.659703
01100644,Kroger Marketplace - Grovetown Marketplace,435 Lewiston Rd,Grovetown,GA,30813,7066193420,KROGER,33.48969,-82.202014
01100645,Kroger - Berwick Marketplace,5720 Ogeechee Rd,Savannah,GA,31405,9122353420,KROGER,32.0272744,-81.2258292
01100647,Kroger - Newnan Crossing,1751 Newnan Crossing Blvd E,Newnan,GA,30265,6784235841,KROGER,33.3771758,-84.7517354
01100653,Kroger - Rivermont Station,8465 Holcomb Bridge Rd Ste 2000,Johns Creek,GA,30022,7706501000,KROGER,33.9874062,-84.2689539
01100655,Kroger - Sage Hill,1799 Briarcliff Rd NE,Atlanta,GA,30306,4046071189,KROGER,33.8041591,-84.3363931
01100657,Kroger - Sandy Plains Centre,2960 Shallowford Rd,Marietta,GA,30066,7709777724,KROGER,34.0347971,-84.4666413
01100664,Kroger - Eisenhower Crossing,3942 Harper Franklin Ave,Augusta,GA,30909,7062615201,KROGER,33.446596,-82.119164
01100667,Kroger - Riverbend Center,1476 Turner McCall Blvd SW,Rome,GA,30161,7062908039,KROGER,34.2482846,-85.1629119
01100670,Kroger Marketplace - Dawsonville Marketplace,378 Marketplace Pkwy,Dawsonville,GA,30534,4703751989,KROGER,34.350197,-84.053207
01100671,Kroger - Shelter Cove,42 Shelter Cove Ln,Hilton Head,SC,29928,8438420540,KROGER,32.1858848,-80.720339
01100672,Kroger - Glenwood Kroger,800 Glenwood Ave SE,Atlanta,GA,30316,4704475030,KROGER,33.742558,-84.35962
01100673,Kroger - Dallas Commons,455 Nathan Dean Blvd,Dallas,GA,30132,7704430811,KROGER,33.9108875,-84.822827
01100674,Kroger - Dublin Village,1100 Hillcrest Pkwy,Dublin,GA,31021,4782773081,KROGER,32.5444659,-82.9375341
01100675,Kroger - Aiken,1795 Whiskey Rd,Aiken,SC,29803,8036425280,KROGER,33.5236551,-81.7220202
01100676,Kroger - Washington Walk,2801 Washington Rd,Augusta,GA,30909,7067317300,KROGER,33.5118756,-82.0293532
01100678,Kroger Marketplace - Killians Crossing,1028 Roberts Branch Pkwy,Columbia,SC,29203,8032347130,KROGER,34.143218,-80.951511
01100679,Kroger - Loganville Crossing,4753 Atlanta Hwy,Loganville,GA,30052,6786394474,KROGER,33.8312195,-83.8842679
01100680,Kroger - Hickory Flat Commons,6766 Hickory Flat Hwy,Canton,GA,30115,7707217300,KROGER,34.171429,-84.4166476
01100682,Kroger Marketplace - New Holland Market,1931 Jesse Jewell PKWY SE,Gainesville,GA,30501,4702523182,KROGER,34.315188,-83.798172
01100685,Kroger - Embry Village,3559 Chamblee Tucker Rd,Atlanta,GA,30341,7702436211,KROGER,33.883897,-84.247698
01100687,Kroger - Sugar Hill,6001 Cumming Hwy,Sugar Hill,GA,30518,6785462148,KROGER,34.1220058,-84.0766676
01100688,Kroger - Richmond Hill,53 Exchange St,Richmond Hill,GA,31324,9124593011,KROGER,31.9565146,-81.3196117
01100694,Kroger - Milledgeville,2809 N Columbia St,Milledgeville,GA,31061,4784142140,KROGER,33.153436,-83.2718596
01100695,Kroger - Ponce,725 Ponce de Leon Ave NE,Atlanta,GA,30306,4703514222,KROGER,33.771651,-84.363357
01100696,Kroger - Crossroads Market,3094 Watson Blvd,Warner Robins,GA,31093,4789712320,KROGER,32.6189172,-83.6953165
01100697,Kroger Marketplace - Savannah Marketwalk,318 Mall Blvd Ste 100,Savannah,GA,31406,9122009158,KROGER,32.00588,-81.112612
01100699,Kroger - Smyrna,3240 S Cobb Dr SE,Smyrna,GA,30080,7704333410,KROGER,33.8751433,-84.5336284
01100703,Kroger Marketplace - Buckwalter Place,27 Discovery Dr,Bluffton,SC,29910,8439897022,KROGER,32.274199,-80.917438
01100730,Kroger - Terrell Mill,1310 Powers Ferry Rd SE,Marietta,GA,30067,4044967850,KROGER,33.919522,-84.469097
01100921,Kroger - Groveland loyalty,7925 American Way,Groveland,FL,34736,9999999999,KROGER,28.637873,-81.820496
01100922,Kroger - Miami Loyalty,14150 NW 56th Ct Suite 100,Opa-Locka,FL,33054,9999999999,KROGER,25.9033971,-80.291212
01100923,Kroger - Birmingham Loyalty,14 W Oxmoor Rd,Homewood,AL,35209,9999999999,KROGER,33.458949,-86.840492
01100924,Kroger - Coco Beach Loyalty,5565 Korbin Ave,Rockledge,FL,32955,,KROGER,28.265403,-80.694687
01100979,Kroger - McAlpin Square,1900 E Victory Dr Ste 12,Savannah,GA,31404,9122369321,KROGER,32.0455123,-81.0679998
01100995,Kroger - Loyalty Fulfillment Atlanta,2000 Anvil Block Rd,Forest Park,GA,30297,9999999999,KROGER,33.617813,-84.332003
01400003,Kroger - Lab Checkout Team,11450 Grooms Rd,Cincinnati,OH,45242,,KROGER,39.275049,-84.364905
01400007,Lab Location - Lab CI007,11450 Grooms Rd,Cincinnati,OH,45242,9999999999,LAB LOCATION,39.275009,-84.364599
01400009,Lab Location - Lab CI009,11450 Grooms Rd,Cincinnati,OH,45242,,LAB LOCATION,39.275049,-84.364905
01400020,Lab Location - Lab CI020,11450 Grooms Rd,Cincinnati,OH,45242,,LAB LOCATION,39.275049,-84.364905
01400021,Lab Location - Lab CI021,11450 Grooms Rd,Cincinnati,OH,45242,,LAB LOCATION,39.275049,-84.364905
01400022,Lab Location - Lab CI022,11450 Grooms Rd,Cincinnati,OH,45242,,LAB LOCATION,39.275049,-84.364905
01400023,Lab Location - Lab CI023,11450 Grooms Rd,Blue Ash,OH,45242,,LAB LOCATION,39.275157,-84.364863
01400024,Lab Location - Lab CI024,11450 Grooms Rd,Blue Ash,OH,45242,,LAB LOCATION,39.275142,-84.364867
01400026,Kroger - Blue Ash Lab Store Blue Ash,6101 W Washington St,Phoenix,AZ,85043,9999999999,KROGER,33.4456722,-112.1927288
01400045,Kroger - VS Lab,9997 Montgomery Rd,Cincinnati,OH,45242,9999999999,KROGER,39.239041,-84.349938
01400053,Kroger Fuel - Harpers Point Fuel,12080 Montgomery Rd,Cincinnati,OH,45249,9999999999,KROGER,39.288625,-84.301223
01400082,Kroger - Reed Hartman Fuel,11220 Reed Hartman Hwy,Blue Ash,OH,45241,5137867090,KROGER,39.270599,-84.375178
01400335,Kroger - Oxford State Road,428 Oxford State Rd,Middletown,OH,45044,5134235161,KROGER,39.479172,-84.421109
01400336,Kroger - Monroe,3033 Heritage Green Dr,Monroe,OH,45050,5137277422,KROGER,39.442454,-84.378098
01400344,Kroger - Goshen,6725 Dick Flynn Blvd,Goshen,OH,45122,5137227440,KROGER,39.2315792,-84.1646591
01400351,Kroger - Montgomery,9939 Montgomery Rd,Montgomery,OH,45242,5137936451,KROGER,39.2381848,-84.3506946
01400353,Kroger - Harpers Point,11390 Montgomery Rd,Cincinnati,OH,45249,5132477740,KROGER,39.2715609,-84.3259895
01400355,Kroger - Hyde Park,3760 Paxton Ave,Cincinnati,OH,45209,5138714142,KROGER,39.144662,-84.429584
01400359,Kroger - Bellevue Kroger,53 Donnermeyer Dr,Bellevue,KY,41073,8594914210,KROGER,39.0992898,-84.48185
01400361,Kroger - Lawrenceburg Kroger,880 W Eads Pkwy,Lawrenceburg,IN,47025,8125327340,KROGER,39.0848434,-84.8778069
01400364,Kroger - Mt Zion,9950 Berberich Dr,Florence,KY,41042,8593723460,KROGER,38.9579368,-84.6246617
01400367,Kroger Marketplace - Walton KY Marketplace,635 Chestnut Dr,Walton,KY,41094,8593790023,KROGER,38.856209,-84.616966
01400370,Kroger - Monfort Heights OH,3491 North Bend Rd,Cincinnati,OH,45239,5135987500,KROGER,39.1896065,-84.5987839
01400376,Kroger - Landen,2900 W US Highway 22 and 3 STE 1,Maineville,OH,45039,5136834001,KROGER,39.3110881,-84.2751167
01400380,Kroger - Hillsboro,575 Harry Sauner Rd,Hillsboro,OH,45133,9378409358,KROGER,39.2247213,-83.6192748
01400381,Kroger - 15th Madison,1525 Madison Ave,Covington,KY,41011,8594311607,KROGER,39.072869,-84.50848
01400383,Kroger - Liberty Township OH,7300 Yankee Rd,Liberty Township,OH,45044,5133423255,KROGER,39.377251,-84.3761418
01400384,Kroger - Finneytown OH,8421 Winton Rd,Cincinnati,OH,45231,5137288630,KROGER,39.2203019,-84.5192304
